,Index,Dish,Instructions,Ingredients
19577,2209993,Sticky Rice with Mango,"""In a bowl wash rice well in several changes of cold water until water is clear."", ""Soak rice in cold water to cover overnight."", ""Drain rice well in a sieve."", ""Set sieve over a large deep saucepan of simmering water (sieve should not touch water) and steam rice, covered with a kitchen towel and a lid, 30 to 40 minutes, or until tender (check water level in pan occasionally, adding more water if necessary)."", ""While rice is cooking, in a small saucepan bring 1 cup coconut milk to a boil with 1/3 cup sugar and salt, stirring until sugar is dissolved, and remove from heat."", ""Keep mixture warm."", ""Transfer cooked rice to a bowl and stir in coconut-milk mixture."", ""Let rice stand, covered, 30 minutes, or until coconut-milk mixture is absorbed."", ""Rice may be prepared up to this point 2 hours ahead and kept covered at room temperature."", ""While rice is standing, in cleaned small pan slowly boil remaining 1/3 cup coconut milk with remaining 3 tablespoons sugar, stirring occasionally, 1 minute."", ""Transfer sauce to a small bowl and chill until cool and thickened slightly."", ""To serve, mold 1/4 cup servings of sticky rice on dessert plates."", ""Drizzle desserts with sauce and sprinkle with sesame seeds."", ""Divide mango slices among plates.""","""rice"", ""milk"", ""sugar"", ""salt"", ""sesame seeds"", ""mango"""
19578,1930412,Roasted Corn Muffins,"""In a small bowl, cream the butter, and sugar."", ""Beat in the egg, honey, and salt."", ""Combine flour, cornmeal, and baking powder, and add to the creamed mixture alternately with the milk."", ""Fold in the frozen corn."", ""Fill greased or paper lined muffin cups 2/3's full."", ""Bake at 400 degrees for 20-25 minutes or until a toothpick comes out clean."", ""Cool 5 minutes before`removing from pan to a wire rack."", ""Serve warm.""","""butter"", ""sugar"", ""egg"", ""honey"", ""salt"", ""flour"", ""yellow cornmeal"", ""baking powder"", ""milk"", ""corn"""
19579,1526873,Chocolate Hazelnut Soy Pops,"""Place milk, yogurt and Nutella in a blender; cover and process until smooth. Pour into molds or paper cups. Top molds with holders. If using cups, top with foil and insert sticks through foil. Freeze until firm.""","""vanilla soy milk"", ""milk"", ""yogurt"", ""Nutella"", ""molds"""
19580,1432001,Mushroom Sauce,"""Saute onion in butter in a small saucepan over low heat until tender. Add flour, stirring until smooth. Cook 1 minute, stirring constantly. Gradually add broth and whipping cream; cook over medium heat, stirring constantly, until thickened and bubbly. Stir in remaining ingredients.""","""onion"", ""butter"", ""flour"", ""chicken broth"", ""whipping cream"", ""mushrooms"", ""salt"", ""pepper"""
19581,197565,Chocolate Pecan Pie,"""Combine chocolate bits, evaporated milk and butter in small saucepan."", ""Cook over low heat until creamy and smooth."", ""Combine remaining ingredients and gradually stir in the chocolate mixture. Pour into pie shell and bake in moderate oven (375\u00b0) for 40 minutes until firm.""","""pie shell"", ""chocolate bits"", ""milk"", ""butter"", ""eggs"", ""sugar"", ""flour"", ""salt"", ""vanilla extract"", ""pecans"""
19582,61179,Jewel Box Jello,"""Take the red, orange and lime Jell-Os and dissolve each in 1 cup boiling water."", ""Add 1/2 cup cold water."", ""Pour into 8-inch square pans and chill until firm.""","""sugar"", ""lemon Jell-O"", ""boiling water"", ""pineapple juice"", ""whipped topping"""
19583,1096448,Ya Gotta Try It Breakfast Casserole,"""Brown the sausage, set aside to cool (or put in fridge while prepping)."", ""Mix all other ingredients together (use a large bowl)."", ""Add cooled sausage (hot sausage makes the eggs weird)."", ""Fill lightly greased 9X13 pan."", ""At this point, you may bake, refrigerate or freeze. If frozen, remove from freezer the night before serving."", ""Bake at 350\u00b0F for 45 minutes."", ""If it seems to be getting too brown, cover lightly with foil last 10 minutes or so.""","""sausage"", ""Rice Krispies"", ""Rice"", ""cream of celery soup"", ""onion"", ""eggs"", ""cheddar cheese"""
19584,333788,Italian Ziti,"""In a large pot pour in water, ziti and cooking oil."", ""Cook on a medium heat until ziti is soft."", ""In a frying pan spray cooking spray and put on a low heat."", ""Add to the ground beef, salt and pepper and place in frying pan."", ""Cook in pan until meat is brown. Drain meat and ziti once both are cooked."", ""Add meat to ziti."", ""Pour spaghetti sauce over meat and ziti."", ""Mix."", ""Serves 4 to 5 people.""","""salt"", ""cooking oil"", ""cooking spray"", ""ground beef"", ""pepper"", ""cold water"", ""spaghetti sauce"""
19585,844877,Cranberry Orange Chicken,"""In a large frying pan, melt butter. Add chicken and cook about 10 minutes on each side."", ""In medium size nonaluminum saucepan, combine orange juice, cranberries, honey, orange peel, cornstarch and cloves. Cook over medium heat, stirring occasionally, until thickened. Spoon sauce over chicken breasts.""","""butter"", ""chicken breasts"", ""orange juice"", ""cranberries"", ""honey"", ""cornstarch"", ""ground cloves"""
19586,779499,No Bake Cookies,"""Mix in a saucepan and bring to a boil the margarine, sugar, cocoa and milk."", ""Boil for 1 minute. Add the peanut butter, vanilla and oats. Stir and drop by the teaspoon onto waxed paper.""","""margarine"", ""sugar"", ""cocoa"", ""milk"", ""peanut butter"", ""vanilla"", ""oats"""
19587,115341,Carrot Souffle,"""Cook carrots in salt water."", ""Drain well."", ""Blend carrots and butter."", ""Add remaining ingredients and blend well."", ""Bake at 350\u00b0 for 30 minutes or until firm.""","""carrots"", ""eggs"", ""flour"", ""vanilla"", ""butter"", ""sugar"", ""baking powder"""
19588,211106,Lamb Curry,"""Brown lamb lightly in butter."", ""Add onions."", ""Add curry, garlic, salt and apple."", ""Simmer with lid on until apple and onion are tender."", ""Add tomatoes."", ""Cover; cook until lamb is tender, about 1 hour."", ""If not thick enough, cook a few minutes at higher heat to reduce."", ""Add grapes just before serving."", ""When they are completely heated through, serve with rice and accompany with a good chutney.""","""lean lamb"", ""onions"", ""garlic"", ""white grapes"", ""salt"", ""butter"", ""curry powder"", ""green apple"", ""tomatoes"", ""rice"", ""chutney"""
19589,1770118,Chicken with Lemon Butter Sauce,"""Preheat oven at 350 degrees (175 C.)."", ""Bread chicken cutlets."", ""Melt margarine in pan and fry cutlets and garlic lightly on both sides."", ""Do not cook thoroughly."", ""Place cutlets in foil pan."", ""With remainder of margarine add a tbsp of lemon juice and bring to a boil."", ""Disgard garlic (or keep it if you like garlic!)"", ""and pour sauce into foil pan."", ""Cover with foil, bake for 15 minutes."", ""Remove foil and bake for an additional 5 minutes.""","""chicken cutlets"", ""butter"", ""clove of garlic"", ""bread crumbs"", ""lemon juice"""
19590,1714891,Sausage Stuffed Acorn Squash Recipe,"""Cut squash into halves and remove seeds."", ""Oven steam squash, cut side down, in covered baking pan with 1/2 inch of boiling water in preheated warm oven 400 degrees till tender."", ""Meanwhile, mash sausage with fork and fry till cooked, but not brown."", ""Drain fat."", ""Add in onion, bread crumbs, salt and pepper to sausage."", ""Fill centers of squash halves with mix."", ""Reduce oven heat to 375 degrees and bake uncovered for about 30 min longer."", ""Serves 4.""","""acorn"", ""pork sausage"", ""onion"", ""bread crumbs"", ""salt"", ""pepper"""
19591,1785326,Turkey Pasteles with Cranberry Escabeche,"""Start by heating Anato seed oil in pan, cook onions and red peppers until soft and translucent."", ""Add minced garlic."", ""Once cooked, pour in tomato juice."", ""Add chopped cilantro, green olives, and pulled turkey meat."", ""Simmer on very low heat for 20 min."", ""Turn off the heat and let your filling cool completely."", ""Save dried cranberries for the assembly."", ""Masa:"", ""Using the micro-grater attatchment of a box grater, grate the Yautia, Green Plantains, Yuka and Pumpkin into a large mixing bowl."", ""The consistency should be that of a loose dough or grits."", ""Add your salt and anato oil, and mix well."", ""Cranberry Sauce Escabeche:"", ""Lightly cook the onions in the olive oil, until almost translucent; add peppercorns, olive oil, and bay leaf."", ""Simmer for about 10 min."", ""Add 3/4 of the can of the cranberry sauce once cooled, and mix lightly to break down the cranberry a bit."", ""Let stand for 30 minutes."", ""Serve chilled or at room temperature on top of the Pasteles."", ""Assembly:"", ""Cut a piece of parchment paper about 10 inches by 5 inches."", ""Cut two pieces of banana leaf about 8 inches by 4 inches."", ""Lay the parchment paper on a flat work surface, so that it looks like a horizontal rectangle."", ""Place one of the cut banana leafs in the center of the parchment paper."", ""Brush a few drops of anato oil onto the center of the banana leaf."", ""This adds color and flavor while preventing the masa (dough) from sticking."", ""Place about 1 1/2 to 2 spoon fulls of masa onto the oil in the center of the banana leaf."", ""Flatten and spread out the dough evenly, but do not go over the edge of the leaf."", ""Place one spoon full of Turkey filling in the center of the dough."", ""Sprinkle on a small amount of the dried cranberries on top of the filling Place another spoonful of masa (dough) on top of the meat filling."", ""Spread the masa evenly to cover the filling."", ""Brush a few drops of achiote oil on one side of the second piece of banana leaf."", ""Place the leaf, oiled side down, on top of the masa."", ""Bring the top edge and bottom edge of the parchment paper up so that the edges meet evenly over the top of the pastele."", ""Fold or roll down the edges, forming a horizontal seam."", ""Fold up the ends of the parchment paper and flip the wrapped pastele over."", ""Cut a piece of kitchen string about 20 inches long."", ""Fold it in half."", ""Lay the string on your work surface so that the middle of the string is at the top, in an upside down u-shape."", ""The open ends should be closest to you."", ""Place the pastele horizontally on top of the string."", ""Take the two ends of the string, closest to you, and fold them up and over the pastele."", ""Then tuck the ends under the u-shaped end, farthest away from you."", ""Without crossing the strings at the top, gently pull the string ends down toward the ends of the pastele."", ""Flip the pastele and bring the string around the ends of the pastele."", ""Tie the string in the middle."", ""Flip the pastele over one last time."", ""Bring the string around the middle."", ""Tie the string into a not or bow."", ""Your wrapped pastele is now ready to cook."", ""Stack all your pasteles in a tall pot with 2 liters of water and simmer on low heat for 45 min to an hour with a lid."", ""Remove Pasteles from pot, unwrap, and serve with a spoon full of the Cranberry Escabeche.""","""turkey"", ""oil"", ""onion"", ""garlic"", ""red pepper"", ""tomato juice"", ""cilantro"", ""cranberries"", ""green olives"", ""yautia"", ""green plantains"", ""yuka"", ""pumpkin"", ""oil"", ""salt"", ""banana"", ""julienne onion"", ""white vinegar"", ""olive oil"", ""bay leaf"", ""black peppercorns"", ""cranberry sauce"""
19592,497948,Homemade Sloppy Joes,"""Brown meat in oil until crumbly but not hard."", ""Drain."", ""Add remaining ingredients."", ""Cover and simmer about 30 minutes."", ""Serve with toasted hamburger buns.""","""ground chuck"", ""Wesson oil"", ""onions"", ""sugar"", ""mustard"", ""vinegar"", ""salt"", ""catsup"", ""oil"""
19593,659954,Grits Casserole,"""Mix grits with cheese."", ""Add beaten egg, milk and margarine. Salt to taste."", ""Place in a casserole and bake at 350\u00b0 for 20 minutes.""","""leftover grits"", ""cheese"", ""egg"", ""milk"", ""margarine"", ""salt"""
19594,97431,Green Bean Casserole,"""In a 2-quart casserole, layer half the beans with half the water chestnuts, half the bean sprouts, half the mushrooms and half the chopped onion."", ""Cover with half the mushroom soup."", ""Sprinkle lightly with salt and cheese."", ""Repeat layering."", ""Bake at 400\u00b0 about 30 minutes or until bubbly hot."", ""Top with crumbled French fried onion rings the last 10 minutes.""","""green beans"", ""water"", ""bean sprouts"", ""cream of mushroom soup"", ""onion"", ""fresh mushrooms"", ""onion"", ""grated cheese"""
19595,2055051,Hollandaise Sauce - Dairy Free,"""Beat egg yolks and lemon juice for 2 minutes with an electric mixer."", ""Melt margarine ina saucepan and slowly pour hot margarine into egg mixture, beating at high speed until fluffy.""","""egg yolks"", ""lemon juice"", ""margarine"""
19596,2113931,Wheat Germ Whole Wheat Bread Recipe,"""Combine warm lowfat milk and wheat germ in a small mixing bowl; set till lukewarm."", ""In a large mixing bowl, combine yeast and hot water, stirring with a fork till dissolved."", ""Blend in butter and salt and your choice of sugar; add in the wheat germ mix."", ""Beat in the whole wheat flour till batter is smooth."", ""Gradually add in sufficient white flour to make soft, workable dough."", ""Turn out on a lightly floured board and knead till smooth and elastic, about 10 min."", ""Place in a hot greased bowl, turning to coat the top."", ""Cover loosely with plastic wrap and towel."", ""Set aside in a protected spot to double in bulk (about 1 1/2 hrs)."", ""Punch dough down, turn out on lightly floured surface (use white flour), cover and let rest 10 min."", ""Shape in 3 loaves and place in greased 8 1/2 x 4 1/2 x 2 1/2 inch pans, cover and let rise to top of pans (about 1 hour)."", ""Bake in preheated oven at 400 degrees for 10 min, reduce heat to 350 degrees and bake 30 min."", ""Remove from pans, brush with melted butter, if you like and cold on wire rack.""","""warm lowfat milk"", ""germ"", ""yeast"", ""water"", ""butter"", ""salt"", ""honey"", ""stone grnd"", ""unbleached white flour"""
19597,1691091,Penne with Vodka Sauce,"""Bring a medium pot of salted water to a boil."", ""Cook pasta according to package directions; drain."", ""Heat a large skillet over a medium-low heat."", ""Add butter, shallots and garlic; saute until shallots start to caramelize, about 3 to 5 minutes."", ""Add parsley, sea salt and pepper, stirring once or twice."", ""Add tomato paste and mix to form a paste."", ""Cook for about 5 minutes, moving paste around pan occasionally; add vodka."", ""Scrap bottom of pan with a wooden spoon and cook for about 5 minutes more."", ""Add cream to tomato sauce; reduce heat to low and simmer for about 3 minutes."", ""Add pasta to sauce and mix to coat; top with basil and season to taste with salt and pepper.""","""butter"", ""shallots"", ""garlic"", ""parsley"", ""salt"", ""pepper"", ""tomato"", ""vodka"", ""salt"", ""penne pasta"", ""heavy whipping cream"", ""basil"""
19598,320733,Marvelous Meat Loaf,"""1."", ""In small bowl mix together tomatoes, carrots and celery, set aside.""","""tomatoes"", ""carrots"", ""celery"", ""ground beef"", ""bread crumbs"", ""eggs"", ""salt"", ""dry mustard"", ""pepper"", ""beef gravy"""
19599,1848945,Retsina Fish Stew,"""Trim the heads and bones from the fish and add them to the fish stock."", ""Clean the squid and slice it into rounds, the tentacles into strips."", ""In a large pan, cook the fennel, celery, onion and garlic in olive oil over medium heat so that the flavor is drawn out of the vegetables but they are not burned."", ""Add all but about three tablespoons of the retsina, and add the tomatoes, potatoes and tomato puree and cook for about three minutes."", ""Add the fish stock and bring to a boil."", ""Turn heat down to slow simmer and add the salt, half the chopped fennel herbs and the fish fillets."", ""The fillets can all go in at the same time if they are roughly the same thickness, but if some are much thicker than others put them on a couple of minutes before the rest."", ""If any of the fish is particularly soft, like hake or whiting, put it in a couple minutes after the rest."", ""Poach the fillets for five minutes."", ""Carefully strain the fish and vegetables through a large collander over a large bowl and put them into a warm serving dish."", ""Return the stock to the original pan and boil it fiercely while you fry the squid and eggplant."", ""The object of this boiling is to amalgamate the oil and fish stock and also to reduce the volume to concentrate the flavor."", ""Pour two tablespoons of oil in a frying pan and when it is hot, quickly saute the squid and remove."", ""Dip the eggplant in milk and seasoned flour, add more oil to the pan and quickly fry the eggplant."", ""Keep warm."", ""Pour the boiling stock over the fish and vegetables and splash the last of the retsina over all."", ""Arrange the squid and eggplant on top."", ""Finally sprinkle on the rest of the chopped fennel."", ""Serve with skorthalia.""","""selection"", ""squid"", ""fennel"", ""stalks celery"", ""onion"", ""clove garlic"", ""extra-virgin olive oil"", ""retsina"", ""tomatoes"", ""potatoes"", ""tomato puree"", ""fish stock"", ""salt"", ""fennel herb"", ""eggplant"", ""Milk"", ""olive oil"""
19600,670712,Re-Enlistment Chicken,"""Mix all ingredients together, except chicken and Provolone or Mozzarella cheese."", ""Pour over chicken; cover and marinate in refrigerator for at least one day."", ""Stir occasionally."", ""Bake at 350\u00b0 for about 1 hour."", ""Before serving, sprinkle with the Mozzarella or Provolone cheese.""","""chicken parts"", ""tomato paste"", ""water"", ""ketchup"", ""onions"", ""mushrooms"", ""green pepper"", ""oregano"", ""Italian seasoning"", ""parsley"", ""Parmesan cheese"", ""Romano cheese"", ""garlic powder"", ""Provolone"", ""salt"""
19601,1686639,Italian Inn Chicken Breasts in Wine,"""In a large skillet melt 1/2 c butter."", ""Fry chicken until golden, about 5 minutes on each side."", ""Warm cognac in small saucepan."", ""Divide over chicken in skillet and ignite."", ""Heat remaining butter in 5 qt Dutch oven."", ""Saute mushrooms and onions about 10 minutes, stirring several times."", ""Add chicken, salt, pepper, bay leaf, thyme, 1 cup sauterne, and chicken broth."", ""Cover and simmer over low heat 20 minutes or until chicken is fork tender."", ""In a small bowl, make a smooth paste of cornstarch and remaining sauterne."", ""Gradually add to chicken, simmer, stirring 5 minutes."", ""Stir in heavy cream; simmer uncovered 10 minutes."", ""Remove bay leaf."", ""Serve in chafing dish or over candle warmer.""","""chicken breasts"", ""butter"", ""cognac"", ""mushrooms"", ""white pearl onions"", ""salt"", ""pepper"", ""bay leaf"", ""thyme"", ""white wine"", ""chicken broth"", ""cornstarch"", ""heavy cream"""
19602,415325,White Almond Cookies,"""Preheat oven to 350\u00b0."", ""Mix butter and sugar until white."", ""Add vinegar and almond; mix."", ""Add dry ingredients; mix."", ""Drop by teaspoonful on ungreased sheet."", ""Bake for 10 to 12 minutes.""","""butter"", ""sugar"", ""vinegar"", ""almond extract"", ""flour"", ""baking soda"""
19603,382892,Potato Chip Cookies(Very Yummy!)  ,"""Mix all ingredients together and drop by teaspoonfuls on cookie sheet."", ""Bake in 350\u00b0 oven for 10 to 15 minutes.""","""margarine"", ""sugar"", ""vanilla"", ""flour"", ""potato chips"""
19604,953185,Oriental Edamame Salad,"""Heat a small skillet over medium-low heat; cook almonds until lightly toasted and fragrant, 2 to 3 minutes."", ""Whisk sesame oil, soy sauce, vinegar, sugar, garlic, and ginger together in a bowl for the dressing; season with salt and black pepper."", ""Combine edamame, baby corn, water chestnuts, radishes, green onions, cilantro, and toasted almonds in a large bowl; toss with dressing until coated. Serve cold or at room temperature.""","""almonds"", ""sesame oil"", ""soy sauce"", ""rice wine vinegar"", ""white sugar"", ""garlic"", ""freshly grated ginger"", ""salt"", ""baby corn"", ""water chestnuts"", ""radishes"", ""green onions"", ""cilantro"""
19605,1215318,Pikelets - Good Old Aussie Ones,"""Sift the flour, salt and bicarbonate of soda together into a medium sized bowl."", ""Make a well in the centre, add the sugar, egg, soured milk and the melted butter."", ""Stir gradually, drawing in the flour from the sides, to make a smooth batter."", ""Put tablespoonfuls of the batter on to a hot, greased griddle or fry pan."", ""If the batter thickens while cooking the pikelets just add a little more milk."", ""Use enough milk to make the batter the original consistency."", ""Cook each pikelet until bubbles appear on top and brown underneath."", ""Turn the pikelet to brown the other side."", ""Continue until all the batter is used."", ""Serve with strawberry jam and cream.""","""flour"", ""salt"", ""bicarbonate of soda"", ""sugar"", ""egg"", ""fluid ounces milk"", ""vinegar"", ""butter"", ""extra butter"""
19606,832333,Pizza Dough,"""Mix warm water with yeast, salt and sugar."", ""Beat egg with olive oil."", ""Add to dough mix."", ""Add any seasonings."", ""Add 2 cups flour and mix well."", ""Dump last cup of flour on table; pour mix into it."", ""Knead a few minutes."", ""Let rise in large, oiled bowl, covered with cloth, at room temperature until doubled."", ""Makes one 12 x 24-inch cookie sheet size dough."", ""Can also freeze in Saran Wrap and use at a later date."", ""No need to let rise again; just thaw and use.""","""flour"", ""sugar"", ""egg"", ""yeast"", ""Italian seasoning"", ""water"", ""salt"", ""olive oil"""
19607,1195981,A Meal In A Pumpkin,"""Preheat oven to 350 degrees."", ""Brown and drain beef along with onions and sausage."", ""Cook until no longer pink and drain well."", ""Cut top off of pumpkin and reserve."", ""Clean seeds and strings from pumpkin."", ""Clean well."", ""Coat pumpkin skin with shortening."", ""Mix all ingredients together in a large bowl."", ""Spoon ingredients into pumpkin."", ""Place top back on pumpkin."", ""Wrap foil over the stem."", ""Bake on a cookie sheet for 2 to 3 hours depending on the size of pumpkin."", ""DO NOT OVERBAKE. The pumpkin should not begin to brown.""","""onions"", ""hamburger"", ""sausage"", ""soy sauce"", ""brown sugar"", ""mushroom"", ""cream of chicken soup"", ""water chestnuts"", ""bell pepper"", ""pimentos"", ""rice"", ""black pepper"", ""salt"", ""creole seasoning"", ""pumpkin"", ""shortening"""
19608,1820107,Carrot Cake with Cream Cheese Frosting,"""For the cake: Preheat the oven to 350 degrees F. Line two 9-inch round cake pans with parchment and lightly coat with cooking spray."", ""Spread the pecans on a rimmed baking sheet and toast until light brown and fragrant, 7 minutes."", ""Set aside 12 pecan halves to decorate the finished cake; chop the remaining pecans."", ""Set aside 1 cup of the chopped pecans to use in the batter; reserve the rest for decorating the finished cake."", ""Whisk together the flour, baking powder, cinnamon, nutmeg and 1 teaspoon salt in a medium bowl."", ""Whisk together the eggs and granulated sugar in a large bowl until smooth, about 1 minute."", ""Whisk in the oil until well combined."", ""Add the grated carrots, vanilla and 1 cup chopped pecans, and mix well."", ""Add the dry ingredients, and stir until just combined."", ""Divide the batter evenly between the prepared pans."", ""Bake until a toothpick inserted in the center comes out clean and the cakes are nicely browned, about 30 minutes."", ""Let cool on a cooling rack for 10 minutes."", ""Loosen the edges with a spatula, turn the cakes out and let cool completely, right-side up, on the cooling rack, about 2 hours."", ""Remove the parchment before frosting."", ""For the frosting: Beat the cream cheese and butter in the bowl of a stand mixer fitted with a paddle attachment, scraping down the side as necessary, until smooth, about 2 minutes."", ""Add the confectioners' sugar, vanilla and 1/2 teaspoon salt; gradually increase the mixer speed to medium-high, and beat until the sugar is incorporated and the frosting is fluffy and smooth, about 3 minutes."", ""With the mixer on medium-high, add the cream a few drops at time until it's all incorporated."", ""Continue beating for 1 more minute until the frosting is slightly lighter in color and creamy."", ""To assemble: Place one of the cake layers on a serving plate, and spread 1 cup of the frosting over the top."", ""Top with the other layer, and use the remaining frosting to frost the top and sides of the cake."", ""Arrange the 12 whole pecans on top of the cake like the numbers on a clock face, and sprinkle the remaining chopped pecans in between.""","""Cooking spray"", ""pecan halves"", ""flour"", ""baking powder"", ""cinnamon"", ""nutmeg"", ""Kosher salt"", ""eggs"", ""sugar"", ""vegetable oil"", ""carrots"", ""vanilla"", ""cream cheese"", ""butter"", ""sugar"", ""vanilla"", ""Kosher salt"", ""heavy cream"""
19609,2228531,Savory Turkey Meatball Salad,"""Heat oven to 375 degrees F."", ""Mix turkey and cheese mixture; shape into 28 (1-1/2-inch) balls."", ""Place on rimmed baking sheet sprayed with cooking spray."", ""Bake 20 min."", ""or until done (165 degrees F)."", ""Meanwhile, cook and stir nuts in small skillet on medium heat 2 min."", ""Add sugar; cook and stir 1 min."", ""or until sugar is dissolved and nuts are evenly glazed."", ""Combine arugula, apples, meatballs and nuts in large bowl."", ""Add dressing; toss to coat.""","""ground turkey"", ""Four Cheese"", ""Walnuts"", ""sugar"", ""baby arugula"", ""apple"""
19610,554562,Cracker Snack,"""Drizzle oil over crackers in large 9 x 13 pan. Add 1 package dry Ranch dressing. Add dill weed, teaspoon or more, and garlic salt. Toss. Let dry for few minutes. Put into Ziploc bag.""","""crackers"", ""oil"""
19611,1482008,Andrea Nguyen'S Saag Soy Paneer,"""Cut the tofu into 3/4-inch cubes, then put them in a bowl. Dissolve 1 teaspoon of the salt in the 2 cups of hot water. Pour over the tofu; it should be just covered. Set aside for 15 minutes to season. Pour the water off, then transfer the tofu cubes to a non-terry dishtowel or double layer of paper towels placed atop a plate. Set aside to drain."", ""Put the ginger, garlic, and onion in a food processor. Run the machine to yield a finely chopped texture, occasionally pausing to scrape down the sides. Transfer to a bowl and set aside. Reassemble the food processor (you don't have to wash it) for finely chopping the greens later."", ""Rinse the mustard greens well, then coarsely chop, discarding the thick ribs. (If you are using braising mix, rinse, then coarsely chop the entire leaf because the ribs are tender.) Transfer to a 5- or 6-quart pot. Discard any root ends from the spinach, then rinse well. Coarsely chop the leaves and stems, then add to the pot of greens. To facilitate cooking, splash in a little water."", ""Cover and cook over high heat for 5 to 7 minutes, until the greens have wilted and just cooked through. They will turn bright green and collapse to one-fourth to one-third of their original volume. To ensure even cooking, occasionally uncover the pot, stir, then replace the lid. When done, set aside to cool for 5 minutes."", ""Transfer the greens to the food processor, discarding the residual liquid. Process to a rough yet finely chopped texture. Add 1/2 cup water (room temperature is fine) and pulse to blend together. Set aside."", ""Heat the oil in a large nonstick skillet over high heat. Blot the tofu cubes dry, then panfry them in two batches for about 5 minutes, until light golden on 3 or 4 of the sides. Turn the tofu with chopsticks or a spatula during the frying. If the tofu violently sputters and spits, lower the heat slightly. Your aim is to add a bit of character and depth to the tofu, not crisp it all over-it will be soft or crisp in places. Transfer to a plate, leaving the oil behind, and set aside."", ""Adjust the heat to medium-high, then add the mixture of ginger, garlic, and onion. Cook, stirring frequently, for about 8 minutes, until the mixture has browned and begun to caramelize. Add the cumin and chile and continue cooking for 1 to 2 minutes more, until the mixture is highly aromatic and richly browned."", ""Lower the heat to medium, return the tofu to the skillet, and stir to combine well. Add the greens, stirring to combine. Add the remaining 1/2 teaspoon salt and cayenne. Cook for 2 to 3 minutes, moving the mixture frequently, until heated through. The greens will slightly darken."", ""Let the mixture sit for a few minutes to meld the flavors. Taste and add salt or cayenne as needed. Stir in the butter, transfer to a communal bowl or individual plates, and serve.""","""salt"", ""very"", ""fresh ginger"", ""garlic"", ""yellow onion"", ""greens"", ""spinach"", ""canola oil"", ""cumin"", ""green Thai"", ""cayenne"", ""unsalted butter"""
19612,2211884,Green Tea Financiers,"""Preheat the oven to 375F (190C)."", ""Butter a 24-cup mini muffin tin or similar-size molds (see Tips)."", ""In a small bowl, mix together the 2 teaspoons sesame seeds and sea salt and sprinkle the muffin cups with two-thirds of the mixture."", ""To make the financiers, in a food processor fitted with the metal blade or in a blender, pulverize the almonds, sugar, the 1 tablespoon white sesame seeds, the flour, green tea, baking powder, salt, and orange zest until the nuts are finely ground."", ""Add the egg whites and butter and pulse until the mixture is smooth, stopping to scrape down the bowl or blender jar as needed to ensure the ingredients are thoroughly combined."", ""Divide the batter evenly among the prepared muffin cups or molds, then sprinkle the tops with the remaining sesame-salt mixture."", ""Rap the muffin tin or molds on the counter once or twice to release any air pockets and level the batter."", ""Bake just until the financiers feel firm when gently pressed with a finger, about 12 minutes."", ""Let cool completely, then remove the financiers from the muffin cups or molds."", ""The batter can be stored in the refrigerator for up to 3 days before baking."", ""Although financiers will keep for up to 1 week stored in a cookie tin, their crusts will soften, so I prefer to bake them on the day theyll be served."", ""For GREEN TEA MADELEINES, use 2 madeleine plaques (each with 12 shell-shaped molds) in place of the mini muffin tin and reduce the baking time to 11 minutes."", ""Green tea powder, or matcha, can usually be found in Asian markets, especially those that specialize in Japanese products."", ""Freshly purchased matcha will yield the most vibrant-green financiers."", ""I like the color contrast of the black and white sesame seeds."", ""Black sesame seeds are available in Asian markets."", ""If you cant get them, use just white sesame seeds."", ""Financiers are traditionally baked in small rectangular molds, but theyre highly adaptable to other baking pans."", ""For this recipe, I use a mini muffin tin with cups that hold 1 1/2 tablespoons each."", ""You can use any tiny pans or molds of a similar size made of metal or silicone; simply fill each mold three-quarters full and adjust the baking time accordingly.""","""sesame seeds"", ""salt"", ""almonds"", ""sugar"", ""white sesame seeds"", ""flour"", ""green tea"", ""baking powder"", ""salt"", ""orange"", ""egg whites"", ""butter"""
19613,2094620,Lanza's Lumaconi,"""Cook pasta shells in salted boiling water until a little firm in the center, but soft enough to manipulate (al dente)."", ""Set aside."", ""Heat olive oil in a large saute pan."", ""Saute the garlic in the oil until golden."", ""Add onions and cook until they begin to brown."", ""Add ground beef and cook until done."", ""Turn off heat and tilt pan so that the fat can be collected with a ladle."", ""Remove fat, but leave the clear natural meat juices."", ""Add spices and then eggs."", ""Heat through, stirring to mix."", ""Cook until eggs begin to set."", ""Remove from heat and add parmesan cheese and spinach."", ""Mix thoroughly."", ""Stuff shells with mixture."", ""To serve, place desired number of stuffed shells in casserole dish (a normal dinner portion is four to five shells per person) and top with generous portion of meat or marinara sauce."", ""Top with shredded cheese and bake at 325 degrees for 45 minutes or until center of stuffed shell is hot.""","""pasta shells"", ""olive oil"", ""garlic"", ""onions"", ""ground beef"", ""black pepper"", ""eggs"", ""parmesan"", "", frozen"", ""marinara sauce"", ""mozzarella cheese"""
19614,2034158,Polenta With Mushrooms & Sage Butter,"""Make up the polenta according to pack instructions then beat in the cheese with half the butter and season really well."", ""You want it quite soft and unctuous."", ""Melt the rest of the butter in a pan and cook the mushrooms until golden, add the sage and stir."", ""Serve the polenta topped with the mushroom mix and some extra parmesan shavings if you like.""","""polenta"", ""parmesan cheese"", ""butter"", ""mixed mushrooms"", ""sage"", ""salt"", ""fresh ground black pepper"""
